room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,name,latitude,longitude
Entire home/apt,Amsterdam,Gaasperdam / Driemond,5,5,4,2,210,"A very neat, luxious, fully renovated appartement",52.307132,4.980448
Entire home/apt,Amsterdam,Bijlmer Oost,37,5,5,3,300,House on waterfront - summer reduction!,52.326981,4.982949
Entire home/apt,Amsterdam,Gaasperdam / Driemond,7,5,8,4,270,Geheel woonhuis aan de rand van Amsterdam,52.306295,5.01074
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,23,4.5,6,3,216,Cosy apartment with a view,52.328056,4.885649
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,0,0,3,1,239,Modern appartement,52.327013,4.876177
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,1,0,4,3,239,Colourful apartement in Amsterdam,52.326987,4.885527
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,1,0,4,2,234,Large appartment in Amsterdam south,52.326721,4.882142
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,4,5,4,2,240,Apartment in Amsterdam,52.32777,4.87572
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,0,0,4,3,213,"Great family apt (RAI), 10 min. from city centre",52.326643,4.870099
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,16,5,6,3,234,Newly renovated apartment with amazing view!,52.329982,4.889523
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,12,4.5,2,1,228,Beautiful and unique apartment!,52.342688,4.90621
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,0,0,4,3,268,AMSTERDAM: Spacious & luxury apartment (135 m2 ),52.331407,4.889302
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,1,0,4,3,258,Spacious modern apartment (140m2) w large balcony,52.33989,4.896668
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,20,5,2,1,227,Great loft: live the good life. Next to the RAI.,52.339213,4.893759
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,2,0,2,1,239,"House in city centre, sunny garden",52.35398,4.891647
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0,4,2,240,New modern apartment with garden!!,52.355367,4.902581
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,4,5,4,2,216,Spacious design apartment,52.341144,4.896236
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,16,4.5,4,2,227,"4p penth near rai,amstel,park, center",52.340906,4.903387
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,6,4.5,5,3,300,"Light,Spacious, Big Family house",52.340182,4.89744
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,0,0,5,2,234,NY-STYLE LUXURY LOFT: BRAND NEW!!!,52.33697,4.87403
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,8,4.5,4,2,215,"Light en spacious apartment, conveniently located",52.334076,4.877324
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,3,5,4,3,258,Cozy spacious apartment near RAI,52.338413,4.897407
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,5,5,7,4,228,Spacious family house with garden,52.340138,4.89373
Entire home/apt,Amsterdam,Buitenveldert / Zuidas,2,0,4,1,300,Modern Apartment near RAI and Financial district,52.332033,4.87793
Entire home/apt,Amsterdam,Watergraafsmeer,0,0,4,0,215,Great luxe apartment 10 min from Amsterdam centre!,52.339433,4.918657
Entire home/apt,Amsterdam,Watergraafsmeer,0,0,2,1,300,Luxurious apartment with spectacular view,52.341657,4.919059
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,11,5,4,2,240,Apt with Roof Terrace | Close 2 RAI,52.340763,4.908743
Entire home/apt,Amsterdam,Watergraafsmeer,24,4.5,4,0,240,★★★★★ Modern Studio | Roof Terrace ★★★★★,52.339266,4.919397
Entire home/apt,Amsterdam,Watergraafsmeer,8,5,4,3,234,Stylish house with sunny garden,52.341819,4.925211
Entire home/apt,Amsterdam,Centrum Oost,0,0,4,2,307,Central VIP Apartment (2bedroom),52.362202,4.89158
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,11,5,4,2,300,140m2 luxury apt. kids-proof!,52.345818,4.897878
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,6,5,4,2,300,NEW - Trendy & Sunny apt in De Pijp,52.351508,4.890037
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,15,5,4,2,250,"Local Amsterdam, Rest & Discover",52.34607,4.89036
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,24,5,4,2,300,Luxury apartment in de 'Pijp' area ,52.354365,4.894513
Entire home/apt,Amsterdam,Watergraafsmeer,2,0,5,4,227,"cosy, spacious FAMILY appartment",52.354968,4.941538
Entire home/apt,Amsterdam,Watergraafsmeer,23,5,6,5,240,Large art-filled townhouse,52.355263,4.934512
Entire home/apt,Amsterdam,Oud Oost,1,0,4,4,300,"Huge home, perfect for a big family",52.361458,4.927024
Entire home/apt,Amsterdam,Centrum Oost,12,4.5,3,2,211,Two-floor apartment next to Amstel,52.364844,4.905477
Entire home/apt,Amsterdam,Centrum Oost,30,5,3,1,300,"Spacious, modern loft in historic city centre",52.372774,4.903906
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,11,5,2,1,300,Cosy East Apartment,52.363332,4.939903
Entire home/apt,Amsterdam,Oud Oost,16,5,6,3,254,Spacious apartment in a lovely neighborhood,52.355329,4.923166
Entire home/apt,Amsterdam,Watergraafsmeer,0,0,6,3,240,Spacious sunny house (100m2) in Amsterdam Oost,52.345227,4.950644
Entire home/apt,Amsterdam,Watergraafsmeer,0,0,5,3,240,Amsterdam - Large Family Home,52.344577,4.947772
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,1,0,4,2,240,Beautiful Flat with terrace in the Heart of Pijp,52.35276,4.891427
Entire home/apt,Amsterdam,Centrum West,2,0,4,2,300,Dam Square Design,52.373326,4.890537
Entire home/apt,Amsterdam,Centrum Oost,14,4.5,2,1,222,Quiet in heart center Amsterdam!,52.361704,4.88632
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,25,5,4,2,250,Lux. 2-floor apartment in De Pijp,52.353985,4.898383
Entire home/apt,Amsterdam,Centrum Oost,24,4.5,5,3,270,Appartment in centre of Amsterdam.,52.370759,4.902947
Entire home/apt,Amsterdam,Centrum West,20,4.5,3,1,215,Romantic Rooftop Apartment,52.368676,4.878486
Entire home/apt,Amsterdam,Centrum Oost,32,4.5,4,2,250,Spacious city centre apt w garden!,52.36772,4.907278
Entire home/apt,Amsterdam,Centrum Oost,6,5,3,1,216,Family appartement in THE centre,52.362621,4.912574
Entire home/apt,Amsterdam,Centrum Oost,2,0,4,3,252,Spacious modern apartment Amsterdam center,52.371421,4.931047
Entire home/apt,Amsterdam,Oud Oost,7,4.5,6,3,270,Peaceful and light apartment,52.357384,4.924286
Entire home/apt,Amsterdam,Centrum West,0,0,2,2,270,Sunny & spacious Jordaan garden apartment,52.375266,4.879267
Entire home/apt,Amsterdam,Centrum West,0,0,4,3,300,Amazing familyhome with Roof terrace | City Centre,52.376094,4.889185
Entire home/apt,Amsterdam,Oud Noord,0,0,5,2,300,Lovely houseboat close to centre,52.389858,4.939775
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,1,0,6,2,300,Completely renovated Cargo Ship,52.375545,4.943766
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,46,5,2,1,270,Luxury home with spa in canal house,52.372011,4.950894
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,2,0,7,4,216,Nice house with waterfront.,52.348035,5.005625
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,0,0,5,3,210,a big (family) house in Amsterdam,52.349558,5.000929
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,1,0,6,4,240,Spacious family house (canal view),52.348909,5.005543
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,5,4.5,4,4,227,Lovely family house with patio,52.349064,5.001996
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,8,4.5,6,3,240,Huge long stay rent appartment,52.354578,4.993238
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,0,0,4,3,216,Spacious waterfront family home with sunny garden.,52.350883,5.009211
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,1,0,6,4,220,Spacious modern family house water front,52.349148,5.005066
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,0,0,5,3,227,"Beautiful, spacious light house on Ijburg!",52.347477,5.008621
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,4,5,5,3,216,Sunny waterfront family house,52.350825,5.000896
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,11,5,4,3,240,"Sunny garden, a beach & kidstoys!",52.34842,5.010606
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,4,5,4,2,209,"BIG&NEW City Beach Apartment,tram to centre 20min",52.350811,5.011569
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,1,0,6,4,300,Spacious house with garden+parking,52.355571,4.999545
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,3,4.5,4,3,240,Luxury house incl. Parking,52.349554,5.013316
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,5,5,4,4,239,Familyhouse located at canal - 20 min. from CS,52.356417,4.998723
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,4,5,4,4,300,Maison IEN,52.354523,5.002576
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,17,5,7,4,300,Comfortable family house with garden &free parking,52.348435,5.00309
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,12,5,4,3,270,Beautiful spacious house at Amstel river Amsterdam,52.340566,4.906531
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,0,0,4,3,253,Design apartment close to Pijp + roof terrace,52.342026,4.896089
Entire home/apt,Amsterdam,Oostelijk Havengebied / Indische Buurt,6,5,5,3,288,Beautiful spacious apartment near city centre,52.370313,4.9391
Entire home/apt,Amsterdam,Watergraafsmeer,1,0,2,1,300,High end apartment with parking,52.344944,4.951055
Entire home/apt,Amsterdam,Bijlmer Oost,0,0,5,0,240,"Free parking, large space!",52.324732,4.959551
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,5,5,6,4,240,Spacious modern family house,52.349082,5.009587
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,1,0,6,4,270,Lovely spacious family villa on the waterfront,52.345664,5.005676
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,0,0,6,4,240,Beautiful house right at the water,52.350495,5.001714
Entire home/apt,Amsterdam,Watergraafsmeer,0,0,5,4,210,Perfect family home in Amsterdam,52.3424,4.925315
Entire home/apt,Amsterdam,Watergraafsmeer,39,5,4,2,240,"House, Amsterdam, Amstelstation",52.343111,4.923684
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,0,0,4,3,263,Great MODERN apt.,52.345812,5.009924
Entire home/apt,Amsterdam,Bijlmer Oost,2,0,6,2,239,Spacious apartment 15 min from center!,52.322737,4.972254
Entire home/apt,Amsterdam,Ijburg / Eiland Zeeburg,16,4.5,6,4,228,"Spacious, beautiful house",52.35411,5.001478
Entire home/apt,Amsterdam,Osdorp,0,0,5,2,216,"Great, clean appartement (90m2) in a nice area!",52.361012,4.791886
Entire home/apt,Amsterdam,Osdorp,1,0,4,3,288,Modern House With Big Garden for 4 Persons!,52.356183,4.784301
Entire home/apt,Amsterdam,Osdorp,3,5,4,2,264,Luxurious apartment,52.362171,4.795535
Entire home/apt,Amsterdam,Osdorp,0,0,4,2,234,Nice apartment-quiet neighbourhood,52.350448,4.798421
Entire home/apt,Amsterdam,Osdorp,0,0,4,3,234,Amazing skyline modern apartment,52.350528,4.797629
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,5,4,210,Nice family house near Vondelpark.,52.355696,4.852796
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,4,5,4,2,210,Little Manhattan in Amsterdam,52.348926,4.847287
Entire home/apt,Amsterdam,Slotervaart,3,5,4,2,216,Amazing eco house with garden!,52.353104,4.829098
Entire home/apt,Amsterdam,Slotervaart,6,4.5,4,2,300,Dulac Mansion With Parking,52.355932,4.832184
Entire home/apt,Amsterdam,Slotervaart,12,5,5,2,276,Spacious apartment near Amsterdam centre 85m2,52.348829,4.829376
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,4,1,240,Live Like A Local,52.346888,4.84606
Entire home/apt,Amsterdam,Slotervaart,17,4.5,4,4,300,195 m2 apartment Amsterdam West,52.350512,4.831076
Entire home/apt,Amsterdam,Slotervaart,4,5,3,2,210,Newly Renovated Stunning Penthouse - With Parking!,52.353008,4.836416
Entire home/apt,Amsterdam,Slotervaart,2,0,4,1,228,Amsterdam,52.354078,4.837604
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,4,5,4,2,210,Family home by city center/park,52.352643,4.848052
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,1,0,4,3,240,"Unique family apartment, Vondelpark area",52.351144,4.854608
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,5,5,6,1,234,Unique & spacious penthouse,52.347616,4.847991
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,2,0,2,1,210,Light-filled Apt. by Vondelpark,52.35122,4.861694
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,23,5,4,2,234,Family house+garden near Vondelpark,52.35381,4.849413
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,1,0,4,2,258,Appt aan het water in hartje Zuid,52.344194,4.866264
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,5,5,4,2,240,Nice appartment in Amsterdam!,52.345979,4.859897
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,1,0,4,2,210,Lovely apartment near Vondelpark and restaurants,52.352807,4.853944
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,1,0,5,3,300,Luxurious (135sq) 3-bedroom app near city center,52.345983,4.870234
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,1,0,2,1,240,Unique spacious loft apartment with roofterrace,52.351542,4.84795
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,3,4,5,3,228,Comfortable apartment with 3 spacious bedrooms,52.349352,4.84961
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,7,5,4,3,240,Super 2fl 3br apartment + garden,52.350469,4.849394
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,4,5,4,2,240,Beautiful appt 113 m2 with garden,52.353619,4.850033
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,3,4.5,4,2,210,Modern & spacious apartment with balcony | 2BD,52.345851,4.862748
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,20,4.5,5,2,264,Houseboat with beautiful view,52.347512,4.849633
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,10,4.5,2,1,240,Great house spacious/light/quiet,52.348769,4.848946
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,18,5,4,2,210,Brand new central apartment +garden,52.348957,4.864332
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,2,0,4,2,228,Stylish home (Museum District+Park),52.352557,4.861512
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,4,3,210,"! Luxurious apartment, extraordinary view, 103m2 !",52.343999,4.866783
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,13,4.5,4,2,228,Special offer:Great apartm+garden near Vondelpark,52.349563,4.849004
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,4,4.5,4,2,228,Brand new apartment! Close to Vondelpark and RAI,52.3436,4.861885
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,4,5,282,Unique Family Home with garden close to Vondelpark,52.35357,4.851979
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,4,2,240,Lovely city house near Vondelpark,52.361016,4.853198
Entire home/apt,Amsterdam,De Baarsjes / Oud West,56,5,6,3,210,Spacious family house nearby centre,52.363553,4.850518
Entire home/apt,Amsterdam,Slotervaart,0,0,6,3,240,"Bright, spacious apartment in a beautiful park!",52.363577,4.844391
Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0,4,3,231,Lovely Vondelpark house | garden 115m2,52.359108,4.860135
Entire home/apt,Amsterdam,De Baarsjes / Oud West,9,5,6,2,288,"Spacious, bright & central apartment",52.364128,4.863626
Entire home/apt,Amsterdam,De Baarsjes / Oud West,10,4.5,4,2,264,"Renovated, cozy apartment with terrace",52.372106,4.87296
Entire home/apt,Amsterdam,Westerpark,18,5,4,2,299,DESIGN UNIQUE LOFT with rooftop,52.373366,4.873173
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,9,4.5,4,2,226,HUGE 2 BEDROOM | NEAR CITY CENTER!,52.350685,4.851168
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,20,5,4,2,270,Nice Appartment with Roof Terras,52.350132,4.846864
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,11,5,4,2,270,Nice family home with garden,52.352534,4.856153
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,4,4,239,Historic & spacious ideal family home with garden!,52.353194,4.849049
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,53,4.5,7,2,300,"Artist's canal view home, Zen style",52.346263,4.858102
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,1,0,2,1,300,Very cozy apartment near Vondelpark,52.348367,4.853023
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,5,2,274,Beautiful new appartement,52.353025,4.845758
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,28,5,4,2,215,Luxury appartment close to the Vondelpark,52.35157,4.849302
Entire home/apt,Amsterdam,Slotervaart,6,4,4,2,270,"Spacious light complete apmnt in West, 2 bedrooms",52.354158,4.841486
Entire home/apt,Amsterdam,Bos en Lommer,12,5,4,2,252,Canalside 100m² design apartment,52.376535,4.837986
Entire home/apt,Amsterdam,Bos en Lommer,6,4,4,2,240,Apartment with roofterrace close to the center,52.374033,4.847698
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,1,0,6,4,300,"lovely family house in situated in ""Oud Zuid""",52.350422,4.855428
Entire home/apt,Amsterdam,Geuzenveld / Slotermeer,33,5,4,2,222,Spacious modern 100sqm apartment,52.373683,4.833953
Entire home/apt,Amsterdam,Slotervaart,7,4.5,6,3,293,Large light apartment in Amsterdam,52.362726,4.843363
Entire home/apt,Amsterdam,Bos en Lommer,0,0,4,3,264,Spacious and luminous house with patio,52.37658,4.839732
Entire home/apt,Amsterdam,Slotervaart,0,0,5,2,240,Our cosy & modern apartment,52.353509,4.838116
Entire home/apt,Amsterdam,Bos en Lommer,0,0,4,2,240,Spacious and bright apartment in A'dam West,52.374603,4.847168
Entire home/apt,Amsterdam,Slotervaart,11,4.5,5,2,222,Amsterdam appartement,52.364798,4.846658
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,4,2,240,Gorgeous spacious apartment near famous Vondelpark,52.35153,4.849249
Entire home/apt,Amsterdam,Osdorp,5,4.5,4,2,227,"2 BEDROOMS, 75m2 FREE PARKING",52.365016,4.801613
Entire home/apt,Amsterdam,Bos en Lommer,5,5,4,2,264,"Rustic, modern apartment near Amsterdam centre",52.372926,4.847033
Entire home/apt,Amsterdam,Slotervaart,10,4.5,4,2,240,Spacious house with canal view,52.354967,4.83444
Entire home/apt,Amsterdam,De Baarsjes / Oud West,0,0,4,2,300,Cosy design loft near city centre,52.366074,4.865021
Entire home/apt,Amsterdam,Slotervaart,0,0,6,2,300,New Luxury Appartement in Amsterdam,52.35487,4.820043
Entire home/apt,Amsterdam,Slotervaart,3,4.5,4,2,234,Cosy apartment near city centre,52.357828,4.820704
Entire home/apt,Amsterdam,Osdorp,11,4.5,6,2,300,Brand-new luxury apartment in Amsterdam,52.361422,4.80559
Entire home/apt,Amsterdam,Bos en Lommer,0,0,6,2,240,Spacious apartment + parking place,52.377093,4.845069
Entire home/apt,Amsterdam,Slotervaart,8,5,4,2,288,2 very clean and cozy Studio's for max.! 4 persons,52.359286,4.819151
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,2,1,270,Spacious apartment near Vondelpark,52.35245,4.847501
Entire home/apt,Amsterdam,Slotervaart,14,5,4,3,234,3 story house with indoor parking,52.364606,4.837525
Entire home/apt,Amsterdam,Osdorp,0,0,6,3,239,"Family Home, 3 bedr, WiFi, Garden, Private Parking",52.351449,4.804925
Entire home/apt,Amsterdam,Slotervaart,0,0,4,2,215,CITY CENTER 10 MIN AWAY COZY APPT,52.363792,4.837138
Entire home/apt,Amsterdam,Slotervaart,2,0,4,4,240,Large house with free parking. Near center!,52.368084,4.831996
Entire home/apt,Amsterdam,Bos en Lommer,0,0,6,2,240,"Beautiful, spacious apartment",52.375151,4.838734
Entire home/apt,Amsterdam,Osdorp,9,5,4,3,288,Best Deal! Amsterdam Apartment Great Location,52.355529,4.811035
Entire home/apt,Amsterdam,Geuzenveld / Slotermeer,5,5,6,3,240,Lovely house with garden and rooftop in Amsterdam,52.375776,4.82141
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,9,4.5,6,4,300,,52.355063,4.845677
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,3,4.5,4,1,300,Design apartment on the canals in Amsterdam,52.352432,4.846238
Entire home/apt,Amsterdam,Bos en Lommer,6,4.5,5,2,216,New light and spacious apartment in Amsterdam West,52.374363,4.836411
Entire home/apt,Amsterdam,Slotervaart,11,5,4,2,300,Amsterdam from above,52.362003,4.843742
Entire home/apt,Amsterdam,Slotervaart,9,5,4,2,220,Luxurious 100m² 2-bedroom Private Apartment,52.369406,4.836233
Entire home/apt,Amsterdam,Geuzenveld / Slotermeer,24,5,4,3,294,Specious 3 bedroom apartement.,52.373717,4.834635
Entire home/apt,Amsterdam,Slotervaart,0,0,4,2,239,Enjoy Amsterdam appartement,52.36184,4.838715
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,26,5,4,3,263,2-story apartment + rooftop terrace,52.351321,4.848383
Entire home/apt,Amsterdam,Slotervaart,1,0,6,3,240,City view apartment in park close to centre,52.362408,4.845009
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,2,0,4,2,270,2 Bedroom apartment near Vondelpark,52.351614,4.849609
Entire home/apt,Amsterdam,Slotervaart,26,5,5,2,246,Your Stylish & Spacious Apartment!!,52.367574,4.840542
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,4,5,6,5,258,Beautiful 5 bedroom appartment,52.351071,4.865014
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,5,4.5,4,2,228,Cosy and modern,52.34431,4.863671
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,39,4.5,4,1,215,Luxury Canal Apartment,52.35135,4.851737
Entire home/apt,Amsterdam,De Baarsjes / Oud West,26,4.5,4,2,227,Nice apartment close to city center,52.359742,4.856668
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,1,0,2,1,210,Design Apt Amsterdam Zuid******Better than a hotel,52.34427,4.858653
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,9,5,4,2,210,Charming topfloor flat @ Vondelpark,52.350304,4.856285
Entire home/apt,Amsterdam,De Baarsjes / Oud West,11,5,2,1,216,Spacious apartment in the centre!,52.358682,4.855575
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,1,0,4,3,222,House & Garden next to Vondelpark!,52.352561,4.852248
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,2,0,4,2,216,Top appartement met tuin 4 pers,52.344473,4.860744
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,1,0,4,3,286,2 storey rooftop apartment w/ roof terrace 35+,52.345183,4.861998
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,22,5,6,3,252,Modern house beautiful roof terrace,52.345026,4.862099
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,3,5,4,2,227,Clean 4 person Appartement near Vondelpark,52.346698,4.856906
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,2,0,4,3,227,3 bedrooms in beautiful Old South,52.351633,4.864575
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,2,1,210,Cosy and spacious apartment,52.356188,4.850642
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,1,0,3,2,216,Sunny apartment in Amsterdam!,52.344501,4.862224
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,2,1,240,Recently renovated light apartment with balcony.,52.349111,4.861182
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,2,0,4,2,227,Character and comfort in A'dam Zuid,52.356013,4.851443
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,2,2,300,High end luxury appartment at famous Vondelpark!,52.353364,4.855584
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,4,1,240,Amsterdam,52.353081,4.853645
Entire home/apt,Amsterdam,De Baarsjes / Oud West,31,4.5,4,2,270,Epic appartement! Good deal,52.35831,4.85902
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,7,5,4,3,270,Beautiful Apartment Amsterdam 4p,52.351001,4.860182
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,4,3,210,"80m2, comfortable, garden, quiet, near vondelpark!",52.352041,4.855391
Entire home/apt,Amsterdam,Centrum West,20,4.5,4,2,365,Luxury Penthouse centre!,52.373931,4.890704
Entire home/apt,Amsterdam,Centrum Oost,41,5,2,1,412,Penthouse with Amazing View over Amsterdam Center!,52.363404,4.885245
Entire home/apt,Amsterdam,De Baarsjes / Oud West,1,0,2,0,414,Big house Adam 05,52.362341,4.876957
Entire home/apt,Amsterdam,De Baarsjes / Oud West,22,5,6,4,456,"Spacious, light, sunny roof terrace",52.368265,4.866211
Entire home/apt,Amsterdam,Centrum Oost,13,5,4,4,479,Perfect 17 century canal house. All you want!,52.361571,4.896258
Entire home/apt,Amsterdam,Centrum West,8,5,4,1,480,The Paradise in the city centre of Amsterdam,52.372428,4.891729
Entire home/apt,Amsterdam,De Pijp / Rivierenbuurt,3,5,6,3,354,Amsterdam De Pijp 3 bedroom apt.,52.35683,4.887196
Entire home/apt,Amsterdam,Centrum West,25,4.5,6,2,359,Modern Triplex Apartment in City Center,52.370543,4.895282
Entire home/apt,Amsterdam,Centrum West,18,5,4,2,359,Bright Penthouse @Beautiful Canal,52.373871,4.878889
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,11,5,4,2,358,Listed 145m2 townhouse with garden,52.356201,4.882043
Entire home/apt,Amsterdam,Centrum West,32,4.5,8,2,384,Marnix Design: Downtown Dream (1),52.366816,4.879479
Entire home/apt,Amsterdam,Centrum Oost,7,4.5,4,4,359,Classic - NEW 4 bedroom apartment in City Center,52.363125,4.884512
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,16,5,2,1,240,kamer-en-suite met bad op pootjes,52.35456,4.867935
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,4,2,270,Great family house with garden.,52.350268,4.856305
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,0,0,5,3,240,Beautiful home with outdoor veranda near vondelprk,52.352175,4.853664
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,7,5,4,1,240,Luxe appartment 2 bedrooms,52.344016,4.865403
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,8,4.5,4,2,234,Beautiful house with roofterrace,52.353472,4.866515
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,1,0,2,1,216,Newyearseve Amsterdam (31dec-3jan),52.351802,4.855748
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,3,5,3,2,216,Spacious beautiful apartment in Amsterdam,52.351481,4.856273
Entire home/apt,Amsterdam,Noord-West / Noord-Midden,5,5,4,2,240,Nice apartment next to Vondelpark,52.353251,4.852447
